,rl_yaw,rl_roll,rl_pitch
618,-1.5,-62.125,34.5625
619,-1.5,-62.125,34.5625
620,-1.5,-62.125,34.5625
621,-1.5,-62.125,34.5625
622,-1.5,-62.125,34.5625
623,-1.5,-62.125,34.5625
624,-1.5,-62.1875,34.5625
625,-1.5,-62.1875,34.5625
626,-1.5,-62.1875,34.5625
627,-1.5,-62.1875,34.5625
628,-1.5,-62.1875,34.5625
629,-1.5,-62.1875,34.5625
630,-1.5,-62.1875,34.5625
631,-1.5,-62.1875,34.5625
632,-1.5,-62.1875,34.5625
633,-1.5,-62.1875,34.5625
634,-1.5,-62.1875,34.5625
635,-1.5,-62.1875,34.5625
636,-1.5,-62.1875,34.5625
637,-1.5,-62.1875,34.5625
638,-1.5,-62.1875,34.5625
639,-1.5,-62.1875,34.5625
640,-1.5,-62.1875,34.5625
641,-1.5,-62.25,34.5625
642,-1.5,-62.25,34.5625
643,-1.5,-62.25,34.5625
644,-1.5,-62.25,34.5625
645,-1.5,-62.25,34.5625
646,-1.5,-62.25,34.5625
647,-1.5,-62.25,34.5625
648,-1.5,-62.25,34.5625
649,-1.5,-62.25,34.5
650,-1.5625,-62.25,34.5
651,-1.5625,-62.25,34.5
652,-1.5625,-62.25,34.5
653,-1.5625,-62.25,34.5
654,-1.5625,-62.25,34.5
655,-1.5625,-62.25,34.5
656,-1.5625,-62.25,34.5
657,-1.5625,-62.25,34.5
658,-1.5625,-62.25,34.5
659,-1.5625,-62.25,34.5
660,-1.5625,-62.25,34.5
661,-1.5625,-62.25,34.5625
662,-1.5625,-62.25,34.5625
663,-1.5625,-62.25,34.5625
664,-1.5625,-62.25,34.5625
665,-1.5625,-62.25,34.5625
666,-1.5625,-62.25,34.5625
667,-1.5625,-62.25,34.5625
668,-1.5625,-62.25,34.5625
669,-1.5625,-62.25,34.5
670,-1.5625,-62.25,34.5
671,-1.5625,-62.25,34.5
672,-1.5625,-62.25,34.5625
673,-1.5625,-62.25,34.5
674,-1.5625,-62.25,34.5
675,-1.5625,-62.25,34.5
676,-1.5625,-62.25,34.5
677,-1.5625,-62.25,34.5625
678,-1.5625,-62.25,34.5625
679,-1.5625,-62.25,34.5625
680,-1.5625,-62.25,34.5625
681,-1.5625,-62.25,34.5625
682,-1.5625,-62.25,34.5625
683,-1.5625,-62.25,34.5625
684,-1.5625,-62.25,34.5625
685,-1.5625,-62.1875,34.5625
686,-1.5625,-62.1875,34.5
687,-1.5625,-62.1875,34.5
688,-1.5625,-62.1875,34.5625
689,-1.5625,-62.1875,34.5625
690,-1.5625,-62.125,34.5625
691,-1.5625,-62.125,34.5625
692,-1.5625,-62.125,34.5625
693,-1.5625,-62.125,34.625
694,-1.5625,-62.125,34.625
695,-1.5625,-62.125,34.5625
696,-1.5625,-62.125,34.5625
697,-1.5625,-62.125,34.5625
698,-1.5625,-62.125,34.5625
699,-1.5625,-62.125,34.625
700,-1.5625,-62.125,34.625
701,-1.5625,-62.1875,34.625
702,-1.5625,-62.1875,34.625
703,-1.5625,-62.1875,34.625
704,-1.5625,-62.1875,34.625
705,-1.5625,-62.1875,34.625
706,-1.5625,-62.1875,34.625
707,-1.5625,-62.1875,34.6875
708,-1.5625,-62.125,34.6875
709,-1.5625,-62.1875,34.6875
710,-1.5625,-62.1875,34.625
711,-1.5625,-62.125,34.6875
712,-1.5625,-62.125,34.6875
713,-1.5625,-62.125,34.6875
714,-1.5625,-62.1875,34.6875
715,-1.5625,-62.1875,34.625
716,-1.5625,-62.1875,34.5625
717,-1.5625,-62.1875,34.625
718,-1.5625,-62.1875,34.625
719,-1.5625,-62.1875,34.625
720,-1.5625,-62.1875,34.5625
721,-1.625,-62.1875,34.5625
722,-1.625,-62.125,34.5625
723,-1.625,-62.125,34.625
724,-1.5625,-62.1875,34.6875
725,-1.5625,-62.1875,34.75
726,-1.5,-62.1875,34.75
727,-1.5,-62.125,34.75
728,-1.5625,-62.1875,34.75
729,-1.625,-62.1875,34.6875
730,-1.6875,-62.1875,34.6875
731,-1.6875,-62.25,34.625
732,-1.6875,-62.25,34.625
733,-1.6875,-62.1875,34.625
734,-1.6875,-62.1875,34.625
735,-1.6875,-62.125,34.75
736,-1.6875,-62.1875,34.875
737,-1.6875,-62.1875,34.9375
738,-1.6875,-62.1875,34.9375
739,-1.6875,-62.1875,34.75
740,-1.6875,-62.125,34.5
741,-1.75,-62.1875,34.5
742,-1.6875,-62.1875,34.5625
743,-1.625,-62.1875,34.75
744,-1.5625,-62.1875,34.75
745,-1.625,-62.125,34.625
746,-1.625,-62.125,34.5
747,-1.625,-62.25,34.5625
748,-1.625,-62.25,34.5
749,-1.5625,-62.25,34.5
750,-1.5625,-62.1875,34.4375
751,-1.5625,-62.1875,34.5
752,-1.5625,-62.25,34.4375
753,-1.5625,-62.3125,34.375
754,-1.5625,-62.3125,34.375
